CUST_ID;BALANCE;BALANCE_FREQUENCY;PURCHASES;ONEOFF_PURCHASES;INSTALLMENTS_PURCHASES;CASH_ADVANCE;PURCHASES_FREQUENCY;ONEOFF_PURCHASES_FREQUENCY;PURCHASES_INSTALLMENTS_FREQUENCY;CASH_ADVANCE_FREQUENCY;CASH_ADVANCE_TRX;PURCHASES_TRX;CREDIT_LIMIT;PAYMENTS;MINIMUM_PAYMENTS;PRC_FULL_PAYMENT;TENURE
C12195;0.006969989;0.909091;0.015089447;0.0;0.032888;0.0;0.5;0.0;0.416667;0.0;0.0;0.016759777;0.316666667;0.023014966;0.002263685;0.5;1.0
C12197;0.117403436;1.0;0.001692511;0.000932258;0.002;0.010212631;0.333333;0.083333;0.166667;0.111111333;0.040650407;0.011173184;0.083333333;0.01120505;0.007942981;0.0;1.0
C12198;0.368738742;1.0;0.0;0.0;0.0;0.068254524;0.0;0.0;0.0;0.444444667;0.097560976;0.0;0.25;0.058267787;0.036564467;0.0;1.0
C12199;0.01623422;1.0;0.064394121;0.028900488;0.087992889;0.0;1.0;0.916667;1.0;0.0;0.0;0.086592179;0.233333333;0.064890072;0.002225086;0.833333;1.0
C12200;0.014348889;1.0;0.001223502;0.001471986;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.076666667;0.002199461;0.002735074;0.0;1.0
C12201;0.001643452;1.0;0.001712902;0.0;0.003733333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.033333333;0.001807366;0.002168108;0.0;1.0
C12202;0.019668651;1.0;0.005689283;0.0;0.0124;0.0;0.333333;0.0;0.25;0.0;0.0;0.011173184;0.046666667;0.008404007;0.002771523;0.0;1.0
C12203;0.00770654;1.0;0.033951154;0.001574289;0.071145778;0.0;1.0;0.166667;1.0;0.0;0.0;0.153631285;0.133333333;0.028754888;0.002468847;0.75;1.0
C12204;0.022198184;0.727273;0.00703228;0.008460486;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.011173184;0.283333333;0.029565347;0.002424118;0.0;1.0
C12205;0.082516976;1.0;0.037709548;0.039664142;0.010333333;0.0;1.0;1.0;0.5;0.0;0.0;0.053072626;0.233333333;0.030024673;0.005428552;0.0;1.0
C12206;0.141613971;1.0;0.0;0.0;0.0;0.002957231;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.1;0.013506186;0.012033809;0.0;1.0
C12207;0.206503921;1.0;0.034137942;0.015921985;0.045560444;0.0;1.0;0.333333;1.0;0.0;0.0;0.120111732;0.383333333;0.022990609;0.012489063;0.0;1.0
C12208;0.018331351;0.818182;0.052405435;0.063048606;0.0;0.003954734;0.363636;0.363636;0.0;0.060606;0.008130081;0.022346369;0.166666667;0.066300843;0.002151662;0.714286;0.916666667
C12211;0.007322816;0.727273;0.017190811;0.0;0.037468;0.0;0.583333;0.0;0.583333;0.0;0.0;0.019553073;0.073333333;0.025874156;0.002349916;0.0;1.0
C12212;0.093337568;1.0;0.001600136;0.0;0.003487556;0.007046191;0.5;0.0;0.416667;0.055555333;0.016260163;0.019553073;0.283333333;0.074908422;0.006537907;0.0;1.0
C12213;0.042299793;1.0;0.081959936;0.098605416;0.0;0.0;0.833333;0.833333;0.0;0.0;0.0;0.053072626;0.15;0.073513404;0.003612367;0.272727;1.0
C12214;0.037491715;1.0;0.011071875;0.011112515;0.004;0.005694247;0.833333;0.416667;0.416667;0.111111333;0.032520325;0.036312849;0.083333333;0.00385419;0.003003237;0.0;1.0
C12215;0.093704163;0.818182;0.0;0.0;0.0;0.08323419;0.0;0.0;0.0;0.166666667;0.032520325;0.0;0.1;0.055290248;0.011172926;0.111111;1.0
C12216;0.075705969;1.0;0.0;0.0;0.0;0.01940705;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.216666667;0.011202606;0.004042758;0.0;1.0
C12217;0.011869387;1.0;0.008872019;0.010673863;0.0;0.0;0.916667;0.916667;0.0;0.0;0.0;0.041899441;0.25;0.074840366;0.002359871;0.2;1.0
C12218;0.000684583;0.818182;0.004017164;0.0;0.008755556;0.0;0.5;0.0;0.416667;0.0;0.0;0.016759777;0.033333333;0.004432757;0.001167261;0.444444;1.0
C12220;0.266110388;1.0;0.014573537;0.00987899;0.013866667;0.01542211;1.0;0.083333;1.0;0.055555333;0.016260163;0.039106145;0.166666667;0.032513218;0.038841714;0.0;1.0
C12221;0.003297186;1.0;0.016356179;0.019678003;0.0;0.0;0.916667;0.916667;0.0;0.0;0.0;0.058659218;0.433333333;0.014002751;0.00224077;0.818182;1.0
C12222;0.167434078;1.0;0.0;0.0;0.0;0.03550809;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.15;0.014098963;0.015973812;0.0;1.0
C12223;0.143748387;1.0;0.0;0.0;0.0;0.005455304;0.0;0.0;0.0;0.166666667;0.048780488;0.0;0.1;0.018623105;0.016355948;0.0;1.0
C12224;0.078922181;1.0;0.053750471;0.051934619;0.023065778;0.0;1.0;0.75;0.75;0.0;0.0;0.150837989;0.15;0.018756795;0.00383646;0.0;1.0
C12225;0.049942499;1.0;0.034663232;0.030961759;0.019459111;0.0;1.0;0.666667;0.75;0.0;0.0;0.086592179;0.06;0.041326108;0.004005518;0.083333;1.0
C12227;0.003581782;0.272727;0.015905523;0.019135821;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.106666667;0.003867665;0.000183718;0.0;1.0
C12228;0.068116589;1.0;0.017111488;0.01030096;0.018633778;0.0;0.833333;0.333333;0.666667;0.0;0.0;0.044692737;0.2;0.007143675;0.003864829;0.0;1.0
C12229;0.006355268;1.0;0.037729328;0.0;0.082232444;0.0;1.0;0.0;0.916667;0.0;0.0;0.05027933;0.466666667;0.03601792;0.002311754;0.833333;1.0
C12230;0.052706884;0.818182;0.001019585;0.001226655;0.0;0.009708904;0.083333;0.083333;0.0;0.166666667;0.040650407;0.002793296;0.116666667;0.066816568;0.003405051;0.0;1.0
C12232;0.077044136;1.0;0.026779599;0.0;0.058367111;0.0;1.0;0.0;1.0;0.0;0.0;0.078212291;0.383333333;0.022263711;0.005624679;0.0;1.0
C12233;0.086607394;1.0;0.0;0.0;0.0;0.005379075;0.0;0.0;0.0;0.388888667;0.06504065;0.0;0.06;0.011321304;0.010322743;0.0;1.0
C12234;0.139704946;1.0;0.0;0.0;0.0;0.00810978;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.166666667;0.01668715;0.008992454;0.0;1.0
C12235;0.002321277;0.636364;0.010277415;0.0;0.0224;0.0;1.0;0.0;0.916667;0.0;0.0;0.055865922;0.083333333;0.016139962;0.001070147;0.0;1.0
C12236;0.019942509;1.0;0.010063302;0.012107087;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.008379888;0.133333333;0.065219898;0.044451312;0.272727;1.0
C12239;0.023522478;1.0;0.038891042;0.0;0.084764444;0.0;0.833333;0.0;0.833333;0.0;0.0;0.027932961;0.316666667;0.04163754;0.002232446;0.0;1.0
C12240;0.057213702;1.0;0.0;0.0;0.0;0.001612891;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.04;0.007332257;0.005519813;0.0;1.0
C12241;0.075214846;0.625;0.0;0.0;0.0;0.080002932;0.0;0.0;0.0;0.416666667;0.12195122;0.0;0.166666667;0.002737608;0.006952313;0.0;0.666666667
C12242;0.005093718;1.0;0.011258051;0.002330645;0.020315111;0.0;1.0;0.083333;0.833333;0.0;0.0;0.036312849;0.4;0.011857519;0.002472262;0.083333;1.0
C12243;0.000263442;0.909091;0.005793893;0.0;0.012628;0.0;0.916667;0.0;0.916667;0.0;0.0;0.030726257;0.133333333;0.00541644;5.74681e-05;0.0;1.0
C12244;0.012548508;1.0;0.048993904;0.013179429;0.082908;0.0;1.0;1.0;1.0;0.0;0.0;0.134078212;0.283333333;0.039866787;0.002390017;1.0;1.0
C12247;0.23895205;1.0;0.011174649;0.013444141;0.0;0.01401278;0.25;0.25;0.0;0.166666667;0.040650407;0.019553073;0.166666667;0.022848743;0.017409239;0.0;1.0
C12248;0.105309026;1.0;0.0;0.0;0.0;0.010832591;0.0;0.0;0.0;0.166666667;0.024390244;0.0;0.07;0.014710641;0.006255316;0.0;1.0
C12249;0.131006458;1.0;0.005097924;0.006133276;0.0;0.059493341;0.083333;0.083333;0.0;0.222222;0.056910569;0.002793296;0.1;0.017044602;0.011349881;0.0;1.0
C12250;0.242811154;1.0;0.018025036;0.018189825;0.006333333;0.0;1.0;1.0;0.25;0.0;0.0;0.041899441;0.2;0.055016966;0.018575558;0.0;1.0
C12251;0.102184125;1.0;0.033656902;0.0;0.073356444;0.021754238;1.0;0.0;1.0;0.055555333;0.016260163;0.058659218;0.083333333;0.037775998;0.02223491;0.0;1.0
C12252;0.136469221;1.0;0.0;0.0;0.0;0.003944008;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.1;0.01525648;0.008792927;0.0;1.0
C12253;0.162092659;1.0;0.020716128;0.007198258;0.032111111;0.0;0.916667;0.333333;0.833333;0.0;0.0;0.06424581;0.35;0.018495738;0.010565421;0.0;1.0
C12254;0.00243979;0.545455;0.00485302;0.005838634;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.15;0.010721061;0.002553319;0.0;1.0
C12255;0.020508733;1.0;0.025734116;0.02801656;0.005333333;0.0;0.5;0.416667;0.416667;0.0;0.0;0.044692737;0.1;0.000364669;0.015074393;0.0;1.0
C12256;0.013131242;1.0;0.049061809;0.053536631;0.009944444;0.0;1.0;0.916667;0.416667;0.0;0.0;0.100558659;0.333333333;0.041507899;0.002462237;0.916667;1.0
C12257;0.292503387;1.0;0.0;0.0;0.0;0.058230194;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.2;0.034481651;0.016907133;0.0;1.0
C12258;0.110973692;1.0;0.0;0.0;0.0;0.066405183;0.0;0.0;0.0;0.222222;0.040650407;0.0;0.116666667;0.037996797;0.006848693;0.0;1.0
C12260;0.063287457;1.0;0.0;0.0;0.0;0.026712976;0.0;0.0;0.0;0.333333333;0.056910569;0.0;0.083333333;0.00555749;0.005178886;0.0;0.833333333
C12261;0.135815715;1.0;0.0;0.0;0.0;0.005433087;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.1;0.012984909;0.007628694;0.0;1.0
C12262;0.081036773;1.0;0.003262671;0.003925297;0.0;0.062723171;0.083333;0.083333;0.0;0.166666667;0.032520325;0.002793296;0.1;0.013658444;0.005099524;0.0;1.0
C12263;0.193112675;1.0;2.03917e-05;2.45331e-05;0.0;0.018229712;0.083333;0.083333;0.0;0.055555333;0.016260163;0.002793296;0.233333333;0.018631006;0.012403337;0.0;1.0
C12264;0.010661313;0.818182;0.011071467;0.0;0.024130667;0.0;0.416667;0.0;0.416667;0.0;0.0;0.022346369;0.133333333;0.018833913;0.002142219;0.0;1.0
C12266;0.077666862;1.0;0.019550131;0.0;0.042610222;0.0;0.916667;0.0;0.833333;0.0;0.0;0.083798883;0.05;0.023415106;0.041460632;0.0;1.0
C12267;0.027978864;1.0;0.001211267;0.001457266;0.0;0.058004634;0.083333;0.083333;0.0;0.333333333;0.089430894;0.002793296;0.333333333;0.029631118;0.002789829;0.25;1.0
C12268;0.001891683;0.181818;0.005583246;0.006717164;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.183333333;0.003440864;0.00339664;1.0;1.0
C12269;0.161980548;1.0;0.0;0.0;0.0;0.053178231;0.0;0.0;0.0;0.333333333;0.081300813;0.0;0.133333333;0.019787752;0.008563463;0.0;1.0
C12270;0.002760853;0.727273;0.005763101;0.000824803;0.011066667;0.0;0.416667;0.083333;0.25;0.0;0.0;0.01396648;0.2;0.007666825;0.001961677;0.2;1.0
C12271;0.061255688;1.0;0.001504907;0.0;0.00328;0.012623496;0.333333;0.0;0.333333;0.277778;0.048780488;0.011173184;0.066666667;0.010145339;0.004245193;0.0;1.0
C12272;0.093563344;1.0;0.046695352;0.038870251;0.031356444;0.0;0.75;0.583333;0.416667;0.0;0.0;0.103351955;0.35;0.040723441;0.005846002;0.0;1.0
C12273;0.151390716;1.0;0.073243097;0.06016891;0.050633333;0.011754443;1.0;0.818182;0.818182;0.060606;0.016260163;0.206703911;0.348333333;0.16637477;0.010062363;0.0;0.916666667
C12274;0.213628793;1.0;0.069076258;0.047548346;0.064415111;0.0;1.0;1.0;1.0;0.0;0.0;0.240223464;0.283333333;0.025876252;0.016296495;0.0;1.0
C12275;0.285253058;1.0;0.016172654;0.019457205;0.0;0.132486065;0.583333;0.583333;0.0;0.333333333;0.12195122;0.036312849;0.333333333;0.024879191;0.016890465;0.0;1.0
C12276;0.001284645;0.818182;0.005187036;0.0;0.011305333;0.0;0.75;0.0;0.666667;0.0;0.0;0.027932961;0.133333333;0.004062838;0.001681213;0.125;1.0
C12277;0.010659847;1.0;0.04769271;0.05737876;0.0;0.041571256;0.916667;0.916667;0.0;0.111111333;0.016260163;0.117318436;0.25;0.129039557;0.002924751;0.666667;1.0
C12278;0.001518882;1.0;0.006619144;0.0;0.014426667;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.1;0.006313267;0.002278872;0.833333;1.0
C12279;0.407716977;1.0;0.001835253;0.002207979;0.0;0.085539035;0.083333;0.083333;0.0;0.388888667;0.105691057;0.002793296;0.371666667;0.030892554;0.027373808;0.0;1.0
C12280;0.064060599;1.0;0.0;0.0;0.0;0.009384783;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.05;0.010654265;0.003775062;0.0;1.0
C12282;0.036217646;1.0;0.000462484;0.0;0.001008;0.0;0.083333;0.0;0.083333;0.0;0.0;0.002793296;0.383333333;0.017864082;0.002940981;0.0;1.0
C12283;0.21835359;1.0;0.00017129;0.000206078;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.033519553;0.25;0.019738686;0.025095585;0.0;1.0
C12284;0.31485322;1.0;0.0;0.0;0.0;0.073277601;0.0;0.0;0.0;0.277778;0.097560976;0.0;0.216666667;0.036837949;0.019451114;0.0;1.0
C12285;0.006892798;0.5;0.022632947;0.027229538;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.058659218;0.316666667;0.042141612;0.001171094;1.0;0.833333333
C12287;0.017417641;1.0;0.046685156;0.030104082;0.047215111;0.0;1.0;1.0;0.666667;0.0;0.0;0.103351955;0.316666667;0.043065998;0.002464896;0.0;1.0
C12288;0.078996129;0.909091;0.011521308;0.013861204;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.008379888;0.073333333;0.04951187;0.00616829;0.0;1.0
C12289;0.101294855;1.0;0.042038501;0.009066209;0.0752;0.0;1.0;1.0;1.0;0.0;0.0;0.083798883;0.283333333;0.043392632;0.005895589;0.0;1.0
C12291;0.020552572;1.0;0.0;0.0;0.0;0.0;0.333333;0.0;0.333333;0.0;0.0;0.0;0.133333333;0.003800901;0.002983062;0.0;1.0
C12292;0.035953029;1.0;0.003765938;0.0;0.008208;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.096666667;0.055936931;0.004584371;0.4;1.0
C12293;0.000268897;0.2;0.001132759;0.0;0.002468889;0.0;0.1;0.0;0.1;0.0;0.0;0.002793296;0.2;0.0;0.0;0.0;0.833333333
C12294;0.088484402;1.0;0.0;0.0;0.0;0.005168191;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.06;0.011031943;0.004394035;0.0;1.0
C12295;0.016482531;1.0;0.056012726;0.053236836;0.025637333;0.0;1.0;0.916667;0.916667;0.0;0.0;0.164804469;0.083333333;0.050522561;0.002528036;0.25;1.0
C12296;0.032556343;1.0;0.02486543;0.011392928;0.033555556;0.0949006;0.666667;0.166667;0.416667;0.166666667;0.06504065;0.022346369;0.066666667;0.081133627;0.005008217;0.25;1.0
C12297;0.072505305;1.0;0.0;0.0;0.0;0.002686564;0.0;0.0;0.0;0.111111333;0.024390244;0.0;0.05;0.005516062;0.006746101;0.0;1.0
C12298;0.002118524;0.5;0.006500669;0.007820908;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.005586592;0.2;0.011906132;0.000741819;0.0;0.833333333
C12299;0.007763339;1.0;0.0;0.0;0.0;0.001462106;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.02;0.000993794;0.003274214;0.0;1.0
C12300;0.003630805;1.0;0.017800727;0.003368395;0.032695111;0.0;0.916667;0.333333;0.916667;0.0;0.0;0.067039106;0.333333333;0.014215877;0.002194287;0.6;1.0
C12302;0.24560139;1.0;0.036677728;0.033468552;0.019308444;0.033298047;0.916667;0.583333;0.916667;0.277778;0.048780488;0.100558659;0.3;0.022806586;0.021141183;0.0;1.0
C12303;0.001749679;0.818182;0.005700703;0.0;0.012424889;0.0;0.666667;0.0;0.583333;0.0;0.0;0.022346369;0.1;0.006859257;0.001914992;0.285714;1.0
C12304;0.091807891;1.0;0.0;0.0;0.0;0.00333394;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.066666667;0.010615688;0.006338819;0.0;1.0
C12305;0.048924421;1.0;0.049305286;0.056522064;0.005066667;0.074437486;0.583333;0.5;0.166667;0.111111333;0.073170732;0.058659218;0.266666667;0.068381149;0.003419461;0.0;1.0
C12306;0.077501477;1.0;0.016859242;0.016295133;0.007224889;0.0;1.0;1.0;0.333333;0.0;0.0;0.05027933;0.05;0.023316098;0.017434026;0.0;1.0
C12307;0.052114534;1.0;0.0;0.0;0.0;0.000955216;0.0;0.0;0.0;0.074074;0.008130081;0.0;0.033333333;0.003182103;0.002406426;0.0;0.75
C12308;0.005547561;0.818182;0.018688174;0.012948082;0.017274667;0.0;0.583333;0.416667;0.333333;0.0;0.0;0.033519553;0.35;0.044232929;0.00214841;0.444444;1.0
C12309;0.060747021;1.0;0.005126065;0.002484713;0.006671111;0.010747459;0.909091;0.181818;0.909091;0.121212;0.024390244;0.033519553;0.25;0.056253805;0.004809861;0.181818;0.916666667
C12311;0.005642568;1.0;0.024395605;0.023203165;0.011136;0.0;1.0;1.0;0.5;0.0;0.0;0.103351955;0.183333333;0.031500893;0.00228852;0.5;1.0
C12312;0.219565539;1.0;0.029431946;0.035409366;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.2;0.020250788;0.018593604;0.0;1.0
C12313;0.008556801;0.545455;0.008156678;0.009813242;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.133333333;0.002705081;0.000934179;0.0;1.0
C12314;0.125101658;1.0;0.018343962;0.010139041;0.021613333;0.009551959;1.0;0.25;1.0;0.111111333;0.032520325;0.094972067;0.083333333;0.016761869;0.015863204;0.0;1.0
C12315;0.002925309;1.0;0.024979624;0.0;0.054444;0.0;1.0;0.0;1.0;0.0;0.0;0.072625698;0.25;0.022285607;0.00218292;1.0;1.0
C12316;0.047391943;1.0;0.0;0.0;0.0;0.083508431;0.0;0.0;0.0;0.181818;0.040650407;0.0;0.06;0.071637871;0.00755781;0.181818;0.916666667
C12317;0.083983371;1.0;0.002295493;0.002761692;0.0;0.001496993;0.25;0.25;0.0;0.055555333;0.008130081;0.008379888;0.06;0.011741639;0.004972891;0.0;1.0
C12318;0.050953931;1.0;0.0;0.0;0.0;0.043165362;0.0;0.0;0.0;0.222222;0.113821138;0.0;0.066666667;0.027082207;0.004745237;0.083333;1.0
C12319;0.305406112;1.0;0.025394391;0.030551811;0.0;0.057225595;0.5;0.5;0.0;0.388888667;0.081300813;0.05027933;0.233333333;0.025388558;0.020040522;0.0;1.0
C12320;0.091286271;1.0;0.002858916;0.003439541;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.033519553;0.216666667;0.00853145;0.007735882;0.0;1.0
C12321;0.00111914;0.727273;0.07378103;0.068810206;0.036151111;0.0;1.0;1.0;0.5;0.0;0.0;0.111731844;0.5;0.070396151;0.000701881;1.0;1.0
C12322;0.024308826;1.0;0.005525538;0.002628722;0.007280889;0.0;0.333333;0.333333;0.25;0.0;0.0;0.019553073;0.333333333;0.025502475;0.002376742;0.083333;1.0
C12323;0.067282834;1.0;0.016153078;0.017261002;0.003936;0.0;0.916667;0.5;0.75;0.0;0.0;0.05027933;0.05;0.007834721;0.009242703;0.0;1.0
C12324;0.033230229;1.0;0.009255995;0.007823852;0.006;0.019685924;0.583333;0.333333;0.25;0.333333333;0.06504065;0.022346369;0.2;0.006908078;0.002986223;0.0;1.0
C12325;0.129369719;1.0;0.013336169;0.007359931;0.015733333;0.0;1.0;0.166667;1.0;0.0;0.0;0.047486034;0.08;0.022667575;0.04155784;0.0;1.0
C12326;0.064938638;1.0;0.011011516;0.013247876;0.0;0.0;0.818182;0.818182;0.0;0.0;0.0;0.025139665;0.133333333;0.042120006;0.003240837;0.090909;0.916666667
C12327;0.08210229;1.0;0.03895079;0.045436781;0.002580889;0.0;1.0;0.916667;0.166667;0.0;0.0;0.097765363;0.433333333;0.101389466;0.005565051;0.111111;1.0
C12329;0.361142412;1.0;0.014028875;0.01332074;0.006444444;0.072276429;0.416667;0.083333;0.25;0.444444667;0.097560976;0.030726257;0.25;0.046507834;0.024847207;0.0;1.0
C12330;0.031424604;1.0;0.118997169;0.09751173;0.082705333;0.0;1.0;0.833333;0.75;0.0;0.0;0.148044693;0.3;0.119937871;0.002679934;0.916667;1.0
C12331;0.05017114;1.0;0.021615198;0.026005091;0.0;0.0;0.111111;0.111111;0.0;0.0;0.0;0.002793296;0.07;0.00372833;0.002799029;0.0;0.75
C12333;0.002319719;1.0;0.005913592;0.0;0.012888889;0.0;0.75;0.0;0.583333;0.0;0.0;0.025139665;0.2;0.006439794;0.002071575;0.111111;1.0
C12335;0.049218607;1.0;0.000930881;0.001119936;0.0;0.000424193;0.083333;0.083333;0.0;0.055555333;0.008130081;0.002793296;0.033333333;0.006620659;0.005789513;0.0;1.0
C12337;0.042841268;0.5;0.004307134;0.002036248;0.005698667;0.068200674;0.6;0.1;0.5;0.133333333;0.18699187;0.016759777;0.116666667;0.032823641;0.002201789;0.0;0.833333333
C12339;0.055326738;1.0;0.029567959;0.035573001;0.0;0.0;0.125;0.125;0.0;0.0;0.0;0.002793296;0.05;0.007828843;0.002972837;0.0;0.666666667
C12341;0.000468841;0.727273;0.002157034;0.002595112;0.0;0.0;0.416667;0.416667;0.0;0.0;0.0;0.016759777;0.116666667;0.003926762;0.001162398;0.5;1.0
C12342;0.112372218;1.0;0.006747408;0.001751664;0.011532889;0.056218155;0.5;0.083333;0.416667;0.277778;0.146341463;0.019553073;0.2;0.013860113;0.009431779;0.0;1.0
C12343;0.007241948;1.0;0.018299916;0.016783587;0.00948;0.0;0.916667;0.916667;0.583333;0.0;0.0;0.075418994;0.233333333;0.019029069;0.00251199;0.083333;1.0
C12344;0.068347414;1.0;0.0;0.0;0.0;0.001541915;0.0;0.0;0.0;0.055555333;0.008130081;0.0;0.05;0.006253989;0.006954916;0.0;1.0
C12345;0.015078426;0.636364;0.006459681;0.0;0.014079111;0.0;0.75;0.0;0.75;0.0;0.0;0.041899441;0.15;0.025803786;0.003256714;0.0;1.0
C12346;0.001397947;0.363636;0.008703788;0.010471465;0.0;0.0;0.416667;0.416667;0.0;0.0;0.0;0.01396648;0.2;0.003854202;0.001156771;0.0;1.0
C12348;0.038879219;1.0;0.034102053;0.038550094;0.004488889;0.006593662;0.666667;0.5;0.416667;0.166666667;0.024390244;0.041899441;0.183333333;0.028334253;0.003767127;0.0;1.0
C12349;0.142808722;1.0;0.009136907;0.010992548;0.0;0.073715961;0.25;0.25;0.0;0.222222;0.032520325;0.019553073;0.1;0.069747437;0.014467423;0.083333;1.0
C12350;0.000512278;0.909091;0.004473326;0.005381827;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.033519553;0.2;0.00427532;0.001002594;0.25;1.0
C12351;0.08871015;1.0;0.014780513;0.0;0.032214667;0.0;0.583333;0.0;0.583333;0.0;0.0;0.019553073;0.05;0.028824819;0.044469323;0.0;1.0
C12352;0.00325859;0.636364;0.000603594;0.00072618;0.0;0.017790622;0.083333;0.083333;0.0;0.055555333;0.016260163;0.002793296;0.2;0.031072417;0.001423246;0.166667;1.0
C12353;0.074434918;1.0;0.002946396;0.003544788;0.0;0.0;0.416667;0.416667;0.0;0.0;0.0;0.016759777;0.05;0.006870939;0.005461673;0.0;1.0
C12354;0.084719309;1.0;0.005138707;0.006182342;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.008379888;0.06;0.016433189;0.007754282;0.0;1.0
C12355;0.02059503;1.0;0.016071511;0.019335521;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.005586592;0.3;0.020537788;0.002518804;0.0;1.0
C12356;0.049153732;1.0;0.023271819;0.024510534;0.006318222;0.0;0.666667;0.166667;0.583333;0.0;0.0;0.033519553;0.04;0.024170899;0.033967566;0.0;1.0
C12357;0.027714013;1.0;0.055109986;0.047662179;0.033768889;0.0;1.0;0.5;0.75;0.0;0.0;0.089385475;0.1;0.03829029;0.002473595;0.083333;1.0
C12358;0.067394465;1.0;0.026230654;0.0;0.057170667;0.0;1.0;0.0;1.0;0.0;0.0;0.097765363;0.07;0.028995834;0.038903619;0.0;1.0
C12360;0.000800111;0.272727;0.003293259;0.003962096;0.0;0.0;0.166667;0.166667;0.0;0.0;0.0;0.002793296;0.1;0.017995085;0.001496442;0.0;1.0
C12361;0.008034555;1.0;0.001961681;0.0;0.004275556;0.0;0.833333;0.0;0.833333;0.0;0.0;0.027932961;0.3;0.006430578;0.002651456;0.0;1.0
C12362;0.013033598;1.0;0.047494707;0.038448772;0.033862222;0.0;1.0;0.916667;0.583333;0.0;0.0;0.086592179;0.183333333;0.016010913;0.003033445;0.166667;1.0
C12363;0.07703138;1.0;0.0;0.0;0.0;0.000799607;0.0;0.0;0.0;0.111111333;0.016260163;0.0;0.05;0.006380771;0.005621773;0.0;1.0
C12364;0.093317396;1.0;0.022086654;0.0;0.048138667;0.0;1.0;0.0;1.0;0.0;0.0;0.067039106;0.133333333;0.0075556;0.00863229;0.0;1.0
C12365;0.024952361;0.727273;0.023560565;0.028345549;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.066666667;0.024939613;0.001521396;0.0;1.0
C12366;0.058692184;0.909091;0.000930881;0.001119936;0.0;0.0;0.090909;0.090909;0.0;0.0;0.0;0.002793296;0.04;0.005669815;0.004858667;0.0;0.916666667
C12367;0.36188492;1.0;0.089704498;0.090898341;0.030841778;0.038994538;1.0;1.0;0.333333;0.166666667;0.032520325;0.223463687;0.371666667;0.036168132;0.02440722;0.0;1.0
C12368;0.000771062;0.363636;0.001375216;0.001654513;0.0;0.0;0.083333;0.083333;0.0;0.0;0.0;0.002793296;0.133333333;0.001616687;0.0007534;0.0;1.0
C12369;0.077506817;1.0;0.003703744;0.004455948;0.0;0.047791286;0.916667;0.916667;0.0;0.333333333;0.138211382;0.036312849;0.06;0.051032806;0.012572893;0.083333;1.0
C12370;0.0518078;0.727273;0.0;0.0;0.0;0.028643098;0.0;0.0;0.0;0.060606;0.008130081;0.0;0.05;0.005445998;0.004743625;0.0;0.916666667
C12371;0.050171043;1.0;0.0;0.0;0.0;0.024296149;0.0;0.0;0.0;0.166666667;0.032520325;0.0;0.04;0.027654154;0.004877108;0.0;1.0
C12372;0.023515452;1.0;0.032489885;0.005254991;0.061292889;0.0;1.0;0.25;0.916667;0.0;0.0;0.100558659;0.233333333;0.032742547;0.002464987;0.0;1.0
C12373;0.173523059;1.0;0.0;0.0;0.0;0.026948728;0.0;0.0;0.0;0.277778;0.073170732;0.0;0.233333333;0.020229615;0.019350336;0.0;1.0
C12374;0.059634557;1.0;0.008128946;0.0;0.017717333;0.0;1.0;0.0;1.0;0.0;0.0;0.033519553;0.05;0.007182378;0.005877436;0.0;1.0
